comparison,fpr,tpr,threshold_q
class0_vs_rest,0.014678899082568808,0.4666666666666667,0.686418917937279
class0_vs_rest,0.014678899082568808,0.5066666666666667,0.6429504060902471
class0_vs_rest,0.01651376146788991,0.5066666666666667,0.6396659032955005
class0_vs_rest,0.01651376146788991,0.5333333333333333,0.5359633765442096
class0_vs_rest,0.01834862385321101,0.5333333333333333,0.5054659002038033
class0_vs_rest,0.01834862385321101,0.5466666666666666,0.49967135191778006
class0_vs_rest,0.022018348623853212,0.5466666666666666,0.4534440490854291
class0_vs_rest,0.022018348623853212,0.56,0.4269325869308753
class0_vs_rest,0.025688073394495414,0.56,0.420032310177706
class0_vs_rest,0.04220183486238532,0.56,0.3570274636510501
class0_vs_rest,0.04220183486238532,0.5733333333333334,0.3447821027692255
class0_vs_rest,0.045871559633027525,0.5733333333333334,0.33117932148626816
class0_vs_rest,0.045871559633027525,0.5866666666666667,0.3269715666897332
class0_vs_rest,0.05688073394495413,0.5866666666666667,0.27226395087956423
class0_vs_rest,0.05688073394495413,0.6,0.26402769791507985
class0_vs_rest,0.062385321100917435,0.6,0.2561330689374904
class0_vs_rest,0.062385321100917435,0.6266666666666667,0.24718382557089502
class0_vs_rest,0.06422018348623854,0.6266666666666667,0.2274717362220305
class0_vs_rest,0.06422018348623854,0.64,0.22182711071966338
class0_vs_rest,0.06605504587155964,0.64,0.22132471728594508
class0_vs_rest,0.06605504587155964,0.6533333333333333,0.21710638325827092
class0_vs_rest,0.06788990825688074,0.6533333333333333,0.2141457208376023
class0_vs_rest,0.06788990825688074,0.6666666666666666,0.21390370252811056
class0_vs_rest,0.08073394495412844,0.6666666666666666,0.1837995216182529
class0_vs_rest,0.08073394495412844,0.6933333333333334,0.17676809672319718
class0_vs_rest,0.08256880733944955,0.6933333333333334,0.17402579140879448
class0_vs_rest,0.08256880733944955,0.7066666666666667,0.17203576231988146
class0_vs_rest,0.08623853211009175,0.7066666666666667,0.16962843295638125
class0_vs_rest,0.09357798165137615,0.7066666666666667,0.15993537964458804
class0_vs_rest,0.09357798165137615,0.72,0.15987663386694081
class0_vs_rest,0.10458715596330276,0.72,0.15519249283839592
class0_vs_rest,0.10458715596330276,0.7333333333333333,0.14789021755252493
class0_vs_rest,0.10642201834862386,0.7333333333333333,0.14407074893447722
class0_vs_rest,0.10642201834862386,0.7466666666666667,0.14193090737666403
class0_vs_rest,0.11009174311926606,0.7466666666666667,0.13831139746385065
class0_vs_rest,0.11009174311926606,0.76,0.13637621302440364
class0_vs_rest,0.11376146788990826,0.76,0.1346432730961418
class0_vs_rest,0.11376146788990826,0.7866666666666666,0.13400672067889646
class0_vs_rest,0.11926605504587157,0.7866666666666666,0.12945313305605935
