target,model,n_features,fold,r2,mae,rmse,best_params
GPR3mm,MLP,15,15,0.7030774549181733,0.7488917295022071,1.2148270720690362,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,15,16,0.6961928314130326,0.648935852890296,0.9329133576646633,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,15,17,0.5955670809498338,0.7662889155652226,1.1483623282216087,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,15,18,0.778138373056471,0.5261941275794794,0.6968424716805156,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,15,19,-0.2456145675715291,0.8789129516519623,1.5591742785986984,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [16]}"
GPR3mm,MLP,15,20,0.5734600764086908,0.7544830908281307,0.9661858205406315,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,15,21,0.4957085776603436,0.7108043696210865,1.4684516069398994,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,15,22,0.7196601059351907,0.6952975327357013,0.9181075688805558,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,15,23,0.7255884785742251,0.6231759248342393,0.7775101258661962,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,15,24,0.5288029542341852,0.8165712482649662,1.3542267122002747,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,Dummy,31,0,-0.04763224121914722,1.0275555555555553,1.492397193349026,{}
GPR3mm,Dummy,31,1,-0.8522779890803518,0.9426262626262849,0.9861492782225837,{}
GPR3mm,Dummy,31,2,-0.006737203098291511,1.1161212121212105,1.7464465241419747,{}
GPR3mm,Dummy,31,3,-0.3394414637872267,1.7870707070707055,2.791475355386212,{}
GPR3mm,Dummy,31,4,-0.03335322690779319,1.02950000000001,1.5798609643467596,{}
GPR3mm,Dummy,31,5,-1.3925275385732294,0.954181818181824,1.0015873535611366,{}
GPR3mm,Dummy,31,6,-0.1471896162659181,1.5760000000000058,2.650316542939298,{}
GPR3mm,Dummy,31,7,-0.006875035320298872,1.181818181818183,1.848276391624022,{}
GPR3mm,Dummy,31,8,-0.013613869013502589,1.2283636363636372,1.966298233220257,{}
GPR3mm,Dummy,31,9,-0.6140974354157309,0.8705833333333466,0.945991190938562,{}
GPR3mm,Dummy,31,10,-0.0004943933230106001,1.1578181818181787,1.9121042543016427,{}
GPR3mm,Dummy,31,11,-0.0443486897973735,1.3280808080808095,2.0783229251013764,{}
GPR3mm,Dummy,31,12,-0.002192892287872228,1.0021818181818207,1.554763408431761,{}
GPR3mm,Dummy,31,13,-0.005231271556933592,1.218909090909097,1.8415604035508981,{}
GPR3mm,Dummy,31,14,-0.041426150162971576,0.9939166666666696,1.3713057038214842,{}
GPR3mm,Dummy,31,15,-0.059434356133371447,1.4215757575757635,2.2947210549272694,{}
GPR3mm,Dummy,31,16,-0.0013726139918870395,1.1327676767676786,1.6937143137839588,{}
GPR3mm,Dummy,31,17,-0.005399387715634418,1.135272727272736,1.8106103404990046,{}
GPR3mm,Dummy,31,18,-0.026994682074800824,1.031111111111104,1.499262274799125,{}
GPR3mm,Dummy,31,19,-0.07476891545687625,0.9853333333333367,1.4483061370672548,{}
GPR3mm,Dummy,31,20,-0.000486979503527607,0.9644444444444411,1.479743826361142,{}
GPR3mm,Dummy,31,21,-0.0024630846072579704,1.3964444444444468,2.07039420154246,{}
GPR3mm,Dummy,31,22,-0.0007508652512144831,1.0974545454545461,1.734658954844874,{}
GPR3mm,Dummy,31,23,-0.03639385110532123,1.0075151515151486,1.511009854545164,{}
GPR3mm,Dummy,31,24,-0.007498338411029426,1.231250000000004,1.9802146348312852,{}
GPR3mm,Ridge,31,0,0.5262904610961843,0.7956551813388996,1.0035431731404938,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,1,-0.17878448127231317,0.6660441786390885,0.7866957121374917,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,2,0.6523853189196815,0.7083882890985649,1.0262337380638598,"{""model__alpha"": 100.0}"
GPR3mm,Ridge,31,3,0.4176810562458878,1.331238356725588,1.8405702070782106,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,4,0.30217457743183906,0.7658564685086832,1.2982784913377199,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,5,-0.9998349819483365,0.7828187162570294,0.9157089104027601,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,6,0.3989340949903931,1.2312057129643659,1.9184089440687944,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,7,0.6981736844943228,0.8462660990767148,1.0119467986251367,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,8,0.7726576578449926,0.7516591562772805,0.9312221163160055,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,9,-0.6368804524833884,0.7011850307456834,0.9526441387190254,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,10,0.7391060089587065,0.7623219094727489,0.976419122941515,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,11,0.5726062843930555,0.8911526950824191,1.3295489489862058,"{""model__alpha"": 100.0}"
GPR3mm,Ridge,31,12,0.1854928011548017,0.9998186818808631,1.4016388135374311,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,13,0.29698560992484624,0.8070786744062104,1.540050919852649,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,14,0.4435461415995837,0.8912910251052727,1.0023851455633424,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,15,0.5609643268108115,1.0469955471477732,1.4772118371230512,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,16,0.629547925527965,0.817381617369419,1.030168624068274,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,17,0.7316409612742988,0.835541376012356,0.9354354018365187,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,18,0.5630328608120451,0.796499263098284,0.9779528237135137,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,19,-0.6818245075052691,1.2257496622600286,1.811728685670435,"{""model__alpha"": 1.0}"
GPR3mm,Ridge,31,20,0.5587193134101567,0.8963268276898743,0.9827391922244952,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,21,0.3527932634239729,0.9516510814099592,1.6635672531037315,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,22,0.6226641608906683,0.8403578188000654,1.065160721985426,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,23,0.6789128621706333,0.6610262198430337,0.841039391792553,"{""model__alpha"": 10.0}"
GPR3mm,Ridge,31,24,0.39944023538875584,1.0272151271555003,1.5288617413387036,"{""model__alpha"": 100.0}"
GPR3mm,SVR,31,0,0.7084288433480229,0.53979320362125,0.7873217981890237,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,1,0.5104021305688942,0.40911116658081537,0.5070016092678572,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,2,0.8636650128487048,0.5444881634813697,0.6426890402930036,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,3,0.5373671889137142,0.9429310285178559,1.6405525416077291,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,4,0.4559273483336984,0.525505852683913,1.1463649964154319,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,5,0.1366651872935507,0.4574945932401653,0.6016584027740023,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,6,0.4372350097283607,1.0294740641845903,1.856280830206948,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,7,0.8813837718679596,0.5025667313707163,0.6343824862071678,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,8,0.8375813665078276,0.5313422362201362,0.7871020490333784,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,9,0.2747645641638896,0.44569783495870513,0.6341058014405753,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,10,0.9064573433753031,0.4619300712503781,0.584667681370596,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,11,0.774587140182457,0.6506288698539293,0.9655607636007996,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,12,0.24121607654512522,0.7853943845608239,1.3528439759902682,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,13,0.3787726174313152,0.577522819593317,1.4476989796440576,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,14,0.7436422298090604,0.5824904330528078,0.6803670706083687,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,15,0.6725223211191789,0.730534858848323,1.2758033142055192,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,16,0.6751151925179968,0.6412907998463027,0.9647327110898464,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,17,0.8865876339446856,0.4320813330598435,0.6081152486544208,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,18,0.7026837436699633,0.5842459127203319,0.8066828865759936,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,19,-0.12671521806836927,0.7430556486098029,1.4828932982281982,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,20,0.7359295243269979,0.5787886904016863,0.7602225367394184,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,21,0.4650913585313121,0.6930092016306417,1.5123720940694825,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,SVR,31,22,0.8182167951179067,0.5772522298755569,0.7393124048115253,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,23,0.8551727644556263,0.4654511000286618,0.5648459294804226,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR3mm,SVR,31,24,0.5638022192354617,0.7134986035897531,1.302962217285102,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR3mm,RandomForest,31,0,0.7257502427806712,0.5679291242771068,0.763577498262081,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,1,0.2898059861552915,0.5213901904760939,0.610629922231792,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,2,0.9583021297063679,0.29034788577211373,0.3554300725955623,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,3,0.5947022394801926,0.8948739999999663,1.535532562858904,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,4,0.07012583041177511,0.7435037035847571,1.4986718865306858,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,5,0.39245794974950354,0.40661583218076375,0.5047176948570679,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,6,0.43410352892426274,0.9833908899490182,1.8614382617197818,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,7,0.9069124899454521,0.3992208003196083,0.5619851458117648,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,8,0.8582156039102791,0.540664666666637,0.7354062825708191,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,9,0.4749984780177161,0.4404313244046965,0.5395137278866953,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,10,0.9002913244701296,0.4666663770325084,0.6036298555415602,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,11,0.8415694808910027,0.601631495991777,0.8094866441361547,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,12,0.30454114510366637,0.7057440833332884,1.295162830693483,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,13,0.38561610253610024,0.6198074638088485,1.4397029198200484,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,14,0.817676994947926,0.5079976874758495,0.573773885765985,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,15,0.5988974314990838,0.6936457997517789,1.4119541550321566,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,16,0.6922786623785533,0.6698061785713457,0.9389038256670988,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,17,0.8085407259010973,0.5803291356216852,0.7901215228630271,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,18,0.821089051010266,0.4647153042864238,0.6257660183308352,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,19,0.015995816353254866,0.7270464999270706,1.3858023542640923,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,20,0.8224174242657114,0.47569349048816945,0.6234203744426763,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,21,0.5302327065120738,0.6686769792487388,1.4172949400016832,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,22,0.7943103655191089,0.5535253042147252,0.7864250135410191,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,23,0.8093477237320061,0.5481963435525705,0.6480759129637208,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,RandomForest,31,24,0.5511501694499985,0.6182333085317696,1.3217235535925707,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR3mm,XGBoost,31,0,0.7723077749817084,0.5280902709960935,0.695751412009554,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,1,-0.99471939491109,0.590006652832032,1.0233648203811778,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,2,0.9415662411985564,0.3046676635742182,0.4207548638167089,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,3,0.5668054627130952,0.8543511962890631,1.587498831533523,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,4,-0.0008729055873553104,0.7718050003051768,1.5548336634846398,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,5,-1.1356152137585944,0.4851170654296874,0.946284796807031,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,6,0.43946191043341276,0.9738389892578141,1.8526044727040907,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,7,0.9081808483696715,0.35681250000000037,0.5581433665747351,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,8,0.6743736074515996,0.5873258666992183,1.1144816336470593,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,9,-0.13359254700174983,0.5517129262288414,0.7927763931415882,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,10,0.7804480774012055,0.5446867065429689,0.8957212147883901,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,11,0.7537949891890197,0.6283430175781252,1.0091104620972948,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,12,0.3614485627978544,0.6590419921875008,1.241042330676748,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,13,0.4100946113527255,0.5555606079101557,1.4107308212617171,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,14,0.7108088119701796,0.4776005427042662,0.7226243152063094,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,15,0.679371394998933,0.5806860351562494,1.2623913410930008,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,16,0.8518687873720173,0.45997167968750147,0.6514267553140853,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,17,0.67655749407459,0.5970458984375006,1.026961670580265,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,18,0.8792942314067451,0.3922973632812506,0.5139933837542383,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,19,-0.16726336290773092,0.6603281656901044,1.5093405833701876,"{""learning_rate"": 0.1, ""max_depth"": 5, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,20,0.8008284752687684,0.4661004028320309,0.6602287625589937,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,21,0.5299459221112905,0.6541888427734392,1.417727490405728,"{""learning_rate"": 0.1, ""max_depth"": 5, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,22,0.8667321349871766,0.4554237060546882,0.6330147583071958,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR3mm,XGBoost,31,23,0.7689855424634254,0.49440582275390627,0.713385804180384,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,XGBoost,31,24,0.624640662639038,0.5444250106811523,1.2086866030110879,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 0.7}"
GPR3mm,MLP,31,0,0.4192708365576122,0.8394774897491925,1.1111349647148645,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,1,0.5552839892653965,0.3792151445306155,0.48320448965207735,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,2,0.8423085641734332,0.5412145552678271,0.6911961127148069,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [16]}"
GPR3mm,MLP,31,3,0.38038350058820736,1.1233425737110587,1.8985997332186817,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,4,0.4072405027772773,0.8064705524118162,1.1965579292091224,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,5,-0.8499528920513619,0.7047342302655778,0.8807257506315846,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,6,0.49859168895596706,1.1213499098201702,1.7521686590214993,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,7,0.8272153991292988,0.5865755649053273,0.7656523975239129,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,8,0.5207677327875364,0.9424363888793272,1.3520294227771898,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,9,-0.3396907569901022,0.6265744588015139,0.8618357378100825,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,10,0.8249837136127317,0.6123125461215199,0.799730151945833,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,11,0.7719451865938942,0.6806549562457422,0.9712027122324436,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,12,0.25239801439290044,0.9813219423081592,1.3428387800790993,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,13,0.19644100474999937,0.732415749236817,1.6465004609895957,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,14,-0.21001222805314979,1.041937456448603,1.4781377982950978,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,15,0.6927793245157202,0.7984799216871039,1.2357143615349926,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,16,0.5584510669386518,0.6692553147391084,1.124687122849033,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,17,0.837978747946909,0.5153763519670531,0.7268447871826023,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,18,0.5854689211593957,0.6842433711424127,0.9525155276334065,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,19,-0.6273490276663289,0.8822817516722381,1.7821455755153084,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,20,0.6250346721857816,0.7785082196704497,0.9058918905069917,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,21,0.2618811282463861,0.9518018660473632,1.7765686858712941,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR3mm,MLP,31,22,0.622978923573624,0.8652763783574607,1.0647163661095875,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR3mm,MLP,31,23,0.5201661478905684,0.7082429131368275,1.0281354289122753,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [16]}"
GPR3mm,MLP,31,24,0.5758866423879818,0.8348160885239153,1.2847868179299833,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,Dummy,5,0,-0.022499035643703813,3.956888888888882,5.046373603112391,{}
GPR2mm,Dummy,5,1,-0.285043739276013,3.4587878787878736,3.6424848984008182,{}
GPR2mm,Dummy,5,2,-0.03145389714774538,4.415555555555551,5.491635605752137,{}
GPR2mm,Dummy,5,3,-0.34613329462971465,5.056282828282832,6.912125563687551,{}
GPR2mm,Dummy,5,4,-0.00020854136591874628,4.3013333333333295,5.852021075377863,{}
GPR2mm,Dummy,5,5,-0.34232043202549867,3.9791111111111097,4.299900360223028,{}
GPR2mm,Dummy,5,6,-0.08163379848370389,4.611272727272729,6.83134607937545,{}
GPR2mm,Dummy,5,7,-0.00011667668472825632,4.017818181818171,5.375450402894266,{}
GPR2mm,Dummy,5,8,-0.02152741573402217,4.719636363636358,6.09450558676481,{}
GPR2mm,Dummy,5,9,-0.02805761546648977,3.467083333333333,4.045539725014039,{}
GPR2mm,Dummy,5,10,-0.008693662165407678,4.397454545454539,6.012484257122736,{}
GPR2mm,Dummy,5,11,-0.0413799627773479,4.430181818181818,5.4939381905094855,{}
GPR2mm,Dummy,5,12,-0.0008175114233808234,3.9865454545454444,5.537438311969856,{}
GPR2mm,Dummy,5,13,-0.015447351180758906,4.24836363636364,5.175545028320147,{}
GPR2mm,Dummy,5,14,-0.00016192844144002905,3.6944999999999975,4.610680246268801,{}
GPR2mm,Dummy,5,15,-0.042016172572177046,4.669050505050508,6.92591672910644,{}
GPR2mm,Dummy,5,16,-0.09895357133958926,3.810222222222218,4.197640049054998,{}
GPR2mm,Dummy,5,17,-0.021162570625246957,4.219272727272721,5.832496311455373,{}
GPR2mm,Dummy,5,18,-0.021756170779022366,4.137414141414141,5.129940208441964,{}
GPR2mm,Dummy,5,19,-0.0026170378246317405,3.9583333333333326,4.485532298401161,{}
GPR2mm,Dummy,5,20,-0.03273366355198193,4.208606060606059,5.307121504103753,{}
GPR2mm,Dummy,5,21,-0.001336481741960327,4.786545454545452,5.8404924751086575,{}
GPR2mm,Dummy,5,22,-0.0005574669725407766,3.734020202020196,5.2190765705203255,{}
GPR2mm,Dummy,5,23,-0.21290353603097567,3.511878787878782,3.9870205855599163,{}
GPR2mm,Dummy,5,24,-0.003928232192657033,4.513499999999998,6.413241562059966,{}
GPR2mm,Ridge,5,0,0.5789146962057028,2.0711389250311987,3.2384186253046106,"{""model__alpha"": 1.0}"
GPR2mm,Ridge,5,1,0.035693427470869676,2.2466011938488877,3.1553414912839166,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,2,0.6740117557684127,1.9376038245334462,3.087292451346462,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,3,0.11832765452840033,3.949213632716264,5.593983683177729,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,4,0.4356785516812728,2.894923493306525,4.395657851486319,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,5,0.40815953322027965,2.432803531544126,2.855174260683809,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,6,0.26572877315605437,3.335910384872859,5.628522647026285,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,7,0.426902167347764,2.7700653926647565,4.069151950760789,"{""model__alpha"": 1.0}"
GPR2mm,Ridge,5,8,0.6506735896975322,2.192997077679552,3.5639300927710083,"{""model__alpha"": 1.0}"
GPR2mm,Ridge,5,9,0.4436997014695875,2.2467862300164096,2.9759277922596614,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,10,0.42718629245517103,3.157369403919519,4.530863800256481,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,11,0.6846823431201248,2.2221114334390917,3.0231055170149617,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,12,0.3998846279493038,2.505329354621458,4.287941276323024,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,13,0.35593799984414143,2.258774716142068,4.121840897550434,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,14,0.42114509594017613,2.773153454726302,3.5076374937462296,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,5,15,0.4887226646534405,2.975818785384503,4.851413657819729,"{""model__alpha"": 1.0}"
GPR2mm,Ridge,5,16,0.39523789220797845,2.2432952416219227,3.1139225635031704,"{""model__alpha"": 10.0}"
